Dataset,#TrainingRelease,Classifier,Balancing,Feature Selection,Sensitivity,TP,FP,TN,FN,Precision,Recall,AUC,Kappa
OPENJPA,11,IBK,UNDERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,607,1490,1102,21,0.28946113495469716,0.9665605095541401,0.6958574152708972,0.20767252031863637,
OPENJPA,12,IBK,UNDERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,656,499,2548,48,0.567965367965368,0.9318181818181818,0.8840252707581228,0.6162619656475594,
OPENJPA,13,IBK,UNDERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,645,413,2784,17,0.6096408317580341,0.974320241691843,0.9225683160289055,0.683126052191767,
OPENJPA,14,IBK,UNDERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,654,5,3128,5,0.992412746585736,0.992412746585736,0.9954084160633755,0.9908168321267508,
OPENJPA,15,IBK,UNDERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,642,18,3168,1,0.9727272727272728,0.9984447900466563,0.996397536266266,0.9824291069495972,
OPENJPA,16,IBK,UNDERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,203,486,3182,2,0.2946298984034833,0.9902439024390244,0.9288733143601883,0.4056475968970797,
OPENJPA,17,IBK,UNDERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,0,1105,2809,0,0.0,NaN,NaN,0.0,
OPENJPA,1,RANDOM FOREST,UNDERSAMPLING,BEST FIRST,SENSITIVE LEARNING,53,6,672,303,0.8983050847457628,0.14887640449438203,0.5670884292864008,0.17462064262132462,
OPENJPA,2,RANDOM FOREST,UNDERSAMPLING,BEST FIRST,SENSITIVE LEARNING,49,0,842,334,1.0,0.1279373368146214,0.5893434133574791,0.16782938010763396,
OPENJPA,3,RANDOM FOREST,UNDERSAMPLING,BEST FIRST,SENSITIVE LEARNING,445,817,42,0,0.3526148969889065,1.0,0.5725366574668742,0.03389713697054998,
OPENJPA,4,RANDOM FOREST,UNDERSAMPLING,BEST FIRST,SENSITIVE LEARNING,139,31,888,330,0.8176470588235294,0.29637526652452023,0.7104667862305138,0.3112202256581697,
OPENJPA,5,RANDOM FOREST,UNDERSAMPLING,BEST FIRST,SENSITIVE LEARNING,59,1,1585,534,0.9833333333333333,0.09949409780775717,0.5673302867204396,0.1375736372803088,
OPENJPA,6,RANDOM FOREST,UNDERSAMPLING,BEST FIRST,SENSITIVE LEARNING,594,1549,75,0,0.27718152123191786,1.0,0.5825040221591946,0.025278159046431787,
OPENJPA,7,RANDOM FOREST,UNDERSAMPLING,BEST FIRST,SENSITIVE LEARNING,505,659,1288,969,0.4338487972508591,0.34260515603799185,0.46922203661619066,0.004244138251131749,
OPENJPA,8,RANDOM FOREST,UNDERSAMPLING,BEST FIRST,SENSITIVE LEARNING,1463,717,125,65,0.6711009174311927,0.9574607329842932,0.6222850418475084,0.1282010273392668,
OPENJPA,9,RANDOM FOREST,UNDERSAMPLING,BEST FIRST,SENSITIVE LEARNING,1679,730,296,0,0.696969696969697,1.0,0.7001481435041511,0.33482516106821425,
OPENJPA,10,RANDOM FOREST,UNDERSAMPLING,BEST FIRST,SENSITIVE LEARNING,1855,3093,323,0,0.37489894907033144,1.0,0.6333989565513802,0.06847000202782234,
OPENJPA,11,RANDOM FOREST,UNDERSAMPLING,BEST FIRST,SENSITIVE LEARNING,377,1627,965,251,0.18812375249500998,0.6003184713375797,0.5104440045804828,-0.014962027627988886,
OPENJPA,12,RANDOM FOREST,UNDERSAMPLING,BEST FIRST,SENSITIVE LEARNING,394,554,2493,310,0.41561181434599154,0.5596590909090909,0.747977705343557,0.3334117668352987,
OPENJPA,13,RANDOM FOREST,UNDERSAMPLING,BEST FIRST,SENSITIVE LEARNING,462,1035,2162,200,0.30861723446893785,0.6978851963746223,0.7493285812700161,0.24941724244210572,
OPENJPA,14,RANDOM FOREST,UNDERSAMPLING,BEST FIRST,SENSITIVE LEARNING,75,0,3133,584,1.0,0.11380880121396054,0.5670872551094691,0.1750619673545472,
OPENJPA,15,RANDOM FOREST,UNDERSAMPLING,BEST FIRST,SENSITIVE LEARNING,643,3105,81,0,0.1715581643543223,1.0,0.5684836654141027,0.00868541377284198,
OPENJPA,16,RANDOM FOREST,UNDERSAMPLING,BEST FIRST,SENSITIVE LEARNING,21,52,3616,184,0.2876712328767123,0.1024390243902439,0.5506403436444397,0.1268060422406582,
OPENJPA,17,RANDOM FOREST,UNDERSAMPLING,BEST FIRST,SENSITIVE LEARNING,0,1663,2251,0,0.0,NaN,NaN,0.0,
OPENJPA,1,NAIVE BAYES,UNDERSAMPLING,BEST FIRST,SENSITIVE LEARNING,43,10,668,313,0.8113207547169812,0.12078651685393259,0.486147708064035,0.1328971622919748,
OPENJPA,2,NAIVE BAYES,UNDERSAMPLING,BEST FIRST,SENSITIVE LEARNING,49,0,842,334,1.0,0.1279373368146214,0.5893434133574791,0.16782938010763396,
OPENJPA,3,NAIVE BAYES,UNDERSAMPLING,BEST FIRST,SENSITIVE LEARNING,45,0,859,400,1.0,0.10112359550561797,0.5725366574668742,0.12908450351471842,
OPENJPA,4,NAIVE BAYES,UNDERSAMPLING,BEST FIRST,SENSITIVE LEARNING,194,143,776,275,0.5756676557863502,0.4136460554371002,0.654260564115533,0.2771391763495145,
OPENJPA,5,NAIVE BAYES,UNDERSAMPLING,BEST FIRST,SENSITIVE LEARNING,59,1,1585,534,0.9833333333333333,0.09949409780775717,0.5673191224223763,0.1375736372803088,
OPENJPA,6,NAIVE BAYES,UNDERSAMPLING,BEST FIRST,SENSITIVE LEARNING,74,0,1624,520,1.0,0.12457912457912458,0.5825040221591946,0.17245456737116424,
OPENJPA,7,NAIVE BAYES,UNDERSAMPLING,BEST FIRST,SENSITIVE LEARNING,209,1080,867,1265,0.1621411947245927,0.1417910447761194,0.2760666132846065,-0.4193009121498674,
OPENJPA,8,NAIVE BAYES,UNDERSAMPLING,BEST FIRST,SENSITIVE LEARNING,1465,810,32,63,0.643956043956044,0.9587696335078534,0.6027712315479226,-0.004027738012626757,
OPENJPA,9,NAIVE BAYES,UNDERSAMPLING,BEST FIRST,SENSITIVE LEARNING,300,16,1010,1379,0.9493670886075949,0.1786777843954735,0.700030882580019,0.12960254392554973,
OPENJPA,10,NAIVE BAYES,UNDERSAMPLING,BEST FIRST,SENSITIVE LEARNING,354,2,3414,1501,0.9943820224719101,0.1908355795148248,0.6333868050777379,0.23333105270752047,
OPENJPA,11,NAIVE BAYES,UNDERSAMPLING,BEST FIRST,SENSITIVE LEARNING,402,1614,978,226,0.19940476190476192,0.6401273885350318,0.45132346219627273,0.00949313760368489,
OPENJPA,12,NAIVE BAYES,UNDERSAMPLING,BEST FIRST,SENSITIVE LEARNING,291,552,2495,413,0.34519572953736655,0.4133522727272727,0.7294474632276159,0.21580799908489307,
OPENJPA,13,NAIVE BAYES,UNDERSAMPLING,BEST FIRST,SENSITIVE LEARNING,114,148,3049,548,0.4351145038167939,0.17220543806646527,0.6423606156451431,0.16557703611376567,
OPENJPA,14,NAIVE BAYES,UNDERSAMPLING,BEST FIRST,SENSITIVE LEARNING,8,5,3128,651,0.6153846153846154,0.012139605462822459,0.5671090506028391,0.01720128482195447,
OPENJPA,15,NAIVE BAYES,UNDERSAMPLING,BEST FIRST,SENSITIVE LEARNING,86,5,3181,557,0.945054945054945,0.13374805598755832,0.5770627033707931,0.20106554394719034,
OPENJPA,16,NAIVE BAYES,UNDERSAMPLING,BEST FIRST,SENSITIVE LEARNING,73,228,3440,132,0.2425249169435216,0.35609756097560974,0.6685500172886134,0.2407238793940952,
OPENJPA,17,NAIVE BAYES,UNDERSAMPLING,BEST FIRST,SENSITIVE LEARNING,0,216,3698,0,0.0,NaN,NaN,0.0,
OPENJPA,1,IBK,UNDERSAMPLING,BEST FIRST,SENSITIVE LEARNING,94,25,653,262,0.7899159663865546,0.2640449438202247,0.6107582612442412,0.2698279128590479,
OPENJPA,2,IBK,UNDERSAMPLING,BEST FIRST,SENSITIVE LEARNING,49,0,842,334,1.0,0.1279373368146214,0.5893434133574791,0.16782938010763396,
OPENJPA,3,IBK,UNDERSAMPLING,BEST FIRST,SENSITIVE LEARNING,45,0,859,400,1.0,0.10112359550561797,0.5725366574668742,0.12908450351471842,
OPENJPA,4,IBK,UNDERSAMPLING,BEST FIRST,SENSITIVE LEARNING,144,46,873,325,0.7578947368421053,0.3070362473347548,0.6331323330495046,0.3007907972061396,
OPENJPA,5,IBK,UNDERSAMPLING,BEST FIRST,SENSITIVE LEARNING,59,1,1585,534,0.9833333333333333,0.09949409780775717,0.5673191224223763,0.1375736372803088,
OPENJPA,6,IBK,UNDERSAMPLING,BEST FIRST,SENSITIVE LEARNING,74,0,1624,520,1.0,0.12457912457912458,0.5825040221591946,0.17245456737116424,
OPENJPA,7,IBK,UNDERSAMPLING,BEST FIRST,SENSITIVE LEARNING,669,833,1114,805,0.44540612516644473,0.45386702849389415,0.498824166044689,0.025969407265774416,
OPENJPA,8,IBK,UNDERSAMPLING,BEST FIRST,SENSITIVE LEARNING,1483,742,100,45,0.6665168539325843,0.9705497382198953,0.6060916727810871,0.10969876038777851,
OPENJPA,9,IBK,UNDERSAMPLING,BEST FIRST,SENSITIVE LEARNING,300,16,1010,1379,0.9493670886075949,0.1786777843954735,0.700030882580019,0.12960254392554973,
OPENJPA,10,IBK,UNDERSAMPLING,BEST FIRST,SENSITIVE LEARNING,354,2,3414,1501,0.9943820224719101,0.1908355795148248,0.6333868050777379,0.23333105270752047,
OPENJPA,11,IBK,UNDERSAMPLING,BEST FIRST,SENSITIVE LEARNING,521,1844,748,107,0.22029598308668077,0.8296178343949044,0.6142193397617363,0.057716941002126904,
OPENJPA,12,IBK,UNDERSAMPLING,BEST FIRST,SENSITIVE LEARNING,386,700,2347,318,0.35543278084714547,0.5482954545454546,0.6596822601217293,0.26357391669601293,
OPENJPA,13,IBK,UNDERSAMPLING,BEST FIRST,SENSITIVE LEARNING,339,1000,2197,323,0.25317401045556387,0.5120845921450151,0.6074180193478214,0.14179908196690455,
OPENJPA,14,IBK,UNDERSAMPLING,BEST FIRST,SENSITIVE LEARNING,640,2984,149,19,0.17660044150110377,0.9711684370257967,0.5660628669210765,0.0067448754019292425,
OPENJPA,15,IBK,UNDERSAMPLING,BEST FIRST,SENSITIVE LEARNING,79,2,3184,564,0.9753086419753086,0.12286158631415241,0.5853574005246515,0.18771003324550356,
OPENJPA,16,IBK,UNDERSAMPLING,BEST FIRST,SENSITIVE LEARNING,64,159,3509,141,0.28699551569506726,0.3121951219512195,0.6111491608373009,0.2581473540652805,
OPENJPA,17,IBK,UNDERSAMPLING,BEST FIRST,SENSITIVE LEARNING,0,2029,1885,0,0.0,NaN,NaN,0.0,
OPENJPA,1,RANDOM FOREST,OVERSAMPLING,BEST FIRST,NO,244,40,638,112,0.8591549295774648,0.6853932584269663,0.8814693745649796,0.6579973539447115,
OPENJPA,2,RANDOM FOREST,OVERSAMPLING,BEST FIRST,NO,220,0,842,163,1.0,0.5744125326370757,0.856452683217256,0.6497882154852627,
OPENJPA,3,RANDOM FOREST,OVERSAMPLING,BEST FIRST,NO,242,0,859,203,1.0,0.5438202247191011,0.8382231756288342,0.6109853806497879,
OPENJPA,4,RANDOM FOREST,OVERSAMPLING,BEST FIRST,NO,313,23,896,156,0.9315476190476191,0.6673773987206824,0.9121310128975827,0.6902759009289778,
OPENJPA,5,RANDOM FOREST,OVERSAMPLING,BEST FIRST,NO,290,2,1584,303,0.9931506849315068,0.48903878583473864,0.8017879889165102,0.5799293724871265,
OPENJPA,6,RANDOM FOREST,OVERSAMPLING,BEST FIRST,NO,370,6,1618,224,0.9840425531914894,0.622895622895623,0.8665550206498482,0.7007576379715291,
OPENJPA,7,RANDOM FOREST,OVERSAMPLING,BEST FIRST,NO,619,611,1336,855,0.5032520325203252,0.41994572591587515,0.5057647049804904,0.10830738660366436,
OPENJPA,8,RANDOM FOREST,OVERSAMPLING,BEST FIRST,NO,1466,403,439,62,0.7843766720171215,0.9594240837696335,0.8910009979977864,0.5288826304085197,
OPENJPA,9,RANDOM FOREST,OVERSAMPLING,BEST FIRST,NO,1679,312,714,0,0.843294826720241,1.0,0.9051161753898346,0.7396448389855294,
OPENJPA,10,RANDOM FOREST,OVERSAMPLING,BEST FIRST,NO,1854,2600,816,1,0.4162550516389762,0.9994609164420485,0.8346269655403145,0.18054130089784473,
OPENJPA,11,RANDOM FOREST,OVERSAMPLING,BEST FIRST,NO,499,1730,862,129,0.22386720502467475,0.7945859872611465,0.6783970890343635,0.06467834890332941,
OPENJPA,12,RANDOM FOREST,OVERSAMPLING,BEST FIRST,NO,596,692,2355,108,0.46273291925465837,0.8465909090909091,0.8971634263955605,0.46968165347350743,
OPENJPA,13,RANDOM FOREST,OVERSAMPLING,BEST FIRST,NO,528,540,2657,134,0.4943820224719101,0.797583081570997,0.8929394248951292,0.5057112852472749,
OPENJPA,14,RANDOM FOREST,OVERSAMPLING,BEST FIRST,NO,659,2540,593,0,0.20600187558612065,1.0,0.8428787100167728,0.07505569344606405,
OPENJPA,15,RANDOM FOREST,OVERSAMPLING,BEST FIRST,NO,405,8,3178,238,0.9806295399515739,0.6298600311041991,0.8480031221352359,0.7318189246608924,
OPENJPA,16,RANDOM FOREST,OVERSAMPLING,BEST FIRST,NO,130,272,3396,75,0.32338308457711445,0.6341463414634146,0.8051526717557251,0.38523556430176004,
OPENJPA,17,RANDOM FOREST,OVERSAMPLING,BEST FIRST,NO,0,762,3152,0,0.0,NaN,NaN,0.0,
OPENJPA,1,NAIVE BAYES,OVERSAMPLING,BEST FIRST,NO,75,9,669,281,0.8928571428571429,0.21067415730337077,0.6816831560107388,0.24115277159169118,
OPENJPA,2,NAIVE BAYES,OVERSAMPLING,BEST FIRST,NO,220,0,842,163,1.0,0.5744125326370757,0.856452683217256,0.6497882154852627,
OPENJPA,3,NAIVE BAYES,OVERSAMPLING,BEST FIRST,NO,242,0,859,203,1.0,0.5438202247191011,0.8375809341931433,0.6109853806497879,
OPENJPA,4,NAIVE BAYES,OVERSAMPLING,BEST FIRST,NO,115,44,875,354,0.7232704402515723,0.24520255863539445,0.8059852300753345,0.23542258920835613,
OPENJPA,5,NAIVE BAYES,OVERSAMPLING,BEST FIRST,NO,290,2,1584,303,0.9931506849315068,0.48903878583473864,0.8016981428987622,0.5799293724871265,
OPENJPA,6,NAIVE BAYES,OVERSAMPLING,BEST FIRST,NO,370,6,1618,224,0.9840425531914894,0.622895622895623,0.8664404720439203,0.7007576379715291,
OPENJPA,7,NAIVE BAYES,OVERSAMPLING,BEST FIRST,NO,201,1058,889,1273,0.1596505162827641,0.13636363636363635,0.2925605199942297,-0.4143782765032164,
OPENJPA,8,NAIVE BAYES,OVERSAMPLING,BEST FIRST,NO,1483,826,16,45,0.6422693806842789,0.9705497382198953,0.8610529032097599,-0.01319533951838288,
OPENJPA,9,NAIVE BAYES,OVERSAMPLING,BEST FIRST,NO,925,53,973,754,0.9458077709611452,0.55092316855271,0.9044796575516616,0.44071204626317656,
OPENJPA,10,NAIVE BAYES,OVERSAMPLING,BEST FIRST,NO,1054,6,3410,801,0.9943396226415094,0.5681940700808625,0.8346502427138501,0.6279250181392914,
OPENJPA,11,NAIVE BAYES,OVERSAMPLING,BEST FIRST,NO,427,1825,767,201,0.18960923623445827,0.6799363057324841,0.48781128361641896,-0.012200298894289748,
OPENJPA,12,NAIVE BAYES,OVERSAMPLING,BEST FIRST,NO,205,244,2803,499,0.45657015590200445,0.2911931818181818,0.8439907826625295,0.2452718341619477,
OPENJPA,13,NAIVE BAYES,OVERSAMPLING,BEST FIRST,NO,151,228,2969,511,0.39841688654353563,0.2280966767371601,0.7885276699171334,0.18877443767080093,
OPENJPA,14,NAIVE BAYES,OVERSAMPLING,BEST FIRST,NO,187,4,3129,472,0.9790575916230366,0.283763277693475,0.8427222668088056,0.39255760295773623,
OPENJPA,15,NAIVE BAYES,OVERSAMPLING,BEST FIRST,NO,424,154,3032,219,0.7335640138408305,0.6594090202177294,0.8242290581168195,0.6367617089036576,
OPENJPA,16,NAIVE BAYES,OVERSAMPLING,BEST FIRST,NO,152,430,3238,53,0.2611683848797251,0.7414634146341463,0.8384611804133308,0.33415022472522005,
OPENJPA,17,NAIVE BAYES,OVERSAMPLING,BEST FIRST,NO,0,264,3650,0,0.0,NaN,NaN,0.0,
OPENJPA,1,IBK,OVERSAMPLING,BEST FIRST,NO,278,218,460,78,0.5604838709677419,0.7808988764044944,0.772239899240993,0.4201312578625886,
OPENJPA,2,IBK,OVERSAMPLING,BEST FIRST,NO,220,0,842,163,1.0,0.5744125326370757,0.856452683217256,0.6497882154852627,
OPENJPA,3,IBK,OVERSAMPLING,BEST FIRST,NO,242,0,859,203,1.0,0.5438202247191011,0.8375809341931433,0.6109853806497879,
OPENJPA,4,IBK,OVERSAMPLING,BEST FIRST,NO,333,193,726,136,0.6330798479087453,0.7100213219616205,0.7220442169689405,0.4855622346993033,
OPENJPA,5,IBK,OVERSAMPLING,BEST FIRST,NO,290,2,1584,303,0.9931506849315068,0.48903878583473864,0.8016981428987622,0.5799293724871265,
OPENJPA,6,IBK,OVERSAMPLING,BEST FIRST,NO,370,6,1618,224,0.9840425531914894,0.622895622895623,0.8664404720439203,0.7007576379715291,
OPENJPA,7,IBK,OVERSAMPLING,BEST FIRST,NO,719,874,1073,755,0.45134965473948524,0.48778833107191316,0.5075254070033639,0.038514897146208114,
OPENJPA,8,IBK,OVERSAMPLING,BEST FIRST,NO,1482,419,423,46,0.7795896896370331,0.9698952879581152,0.8735383685067963,0.5244196413544535,
OPENJPA,9,IBK,OVERSAMPLING,BEST FIRST,NO,925,53,973,754,0.9458077709611452,0.55092316855271,0.9044796575516616,0.44071204626317656,
OPENJPA,10,IBK,OVERSAMPLING,BEST FIRST,NO,1054,6,3410,801,0.9943396226415094,0.5681940700808625,0.8346502427138501,0.6279250181392914,
OPENJPA,11,IBK,OVERSAMPLING,BEST FIRST,NO,570,1830,762,58,0.2375,0.9076433121019108,0.6766050734253362,0.09745002791073318,
OPENJPA,12,IBK,OVERSAMPLING,BEST FIRST,NO,550,553,2494,154,0.4986400725294651,0.78125,0.8049543888176149,0.49245162662130554,
OPENJPA,13,IBK,OVERSAMPLING,BEST FIRST,NO,503,581,2616,159,0.4640221402214022,0.7598187311178247,0.8170509172590996,0.461460212522239,
OPENJPA,14,IBK,OVERSAMPLING,BEST FIRST,NO,406,8,3125,253,0.9806763285024155,0.6160849772382397,0.844322298194316,0.7190843230686961,
OPENJPA,15,IBK,OVERSAMPLING,BEST FIRST,NO,411,11,3175,232,0.9739336492890995,0.6391912908242613,0.8500118129569588,0.7368044686669155,
OPENJPA,16,IBK,OVERSAMPLING,BEST FIRST,NO,155,421,3247,50,0.2690972222222222,0.7560975609756098,0.8405830252413756,0.3458551494216028,
OPENJPA,17,IBK,OVERSAMPLING,BEST FIRST,NO,0,1117,2797,0,0.0,NaN,NaN,0.0,
OPENJPA,1,RANDOM FOREST,OVERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,1,0,678,355,1.0,0.0028089887640449437,0.5014044943820225,0.0036805220044190665,
OPENJPA,2,RANDOM FOREST,OVERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,85,0,842,298,1.0,0.22193211488250653,0.6109660574412533,0.28166630590920705,
OPENJPA,3,RANDOM FOREST,OVERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,100,0,859,345,1.0,0.2247191011235955,0.6123595505617978,0.27634796036546133,
OPENJPA,4,RANDOM FOREST,OVERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,30,0,919,439,1.0,0.06396588486140725,0.5319829424307037,0.08298318063063588,
OPENJPA,5,RANDOM FOREST,OVERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,115,2,1584,478,0.9829059829059829,0.19392917369308602,0.5963340698225833,0.2573320987724451,
OPENJPA,6,RANDOM FOREST,OVERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,138,2,1622,456,0.9857142857142858,0.23232323232323232,0.6155458526148181,0.3050218513886646,
OPENJPA,7,RANDOM FOREST,OVERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,135,3,1944,1339,0.9782608695652174,0.09158751696065129,0.5450233424556723,0.10118704075391742,
OPENJPA,8,RANDOM FOREST,OVERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,361,1,841,1167,0.9972375690607734,0.2362565445026178,0.6175344480232804,0.17932492703885056,
OPENJPA,9,RANDOM FOREST,OVERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,343,26,1000,1336,0.9295392953929539,0.20428826682549137,0.5894735681106015,0.14335400110399654,
OPENJPA,10,RANDOM FOREST,OVERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,409,1,3415,1446,0.9975609756097561,0.22048517520215632,0.610096217577659,0.2678685297111699,
OPENJPA,11,RANDOM FOREST,OVERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,77,76,2516,551,0.5032679738562091,0.12261146496815287,0.5466452386569159,0.13076087162433295,
OPENJPA,12,RANDOM FOREST,OVERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,128,1,3046,576,0.9922480620155039,0.18181818181818182,0.5907449950771251,0.26457253280805537,
OPENJPA,13,RANDOM FOREST,OVERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,119,15,3182,543,0.8880597014925373,0.1797583081570997,0.5875332047510553,0.2560251911656785,
OPENJPA,14,RANDOM FOREST,OVERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,173,0,3133,486,1.0,0.26251896813353565,0.6312594840667678,0.370360070107587,
OPENJPA,15,RANDOM FOREST,OVERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,168,3,3183,475,0.9824561403508771,0.26127527216174184,0.6301668262880272,0.3681997997859782,
OPENJPA,16,RANDOM FOREST,OVERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,41,112,3556,164,0.2679738562091503,0.2,0.5847328244274809,0.1925179256143657,
OPENJPA,17,RANDOM FOREST,OVERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,0,54,3860,0,0.0,NaN,NaN,0.0,
OPENJPA,1,NAIVE BAYES,OVERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,43,7,671,313,0.86,0.12078651685393259,0.5552310165390607,0.1387908506939022,
OPENJPA,2,NAIVE BAYES,OVERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,0,0,842,383,NaN,0.0,0.5,0.0,
OPENJPA,3,NAIVE BAYES,OVERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,0,0,859,445,NaN,0.0,0.5,0.0,
OPENJPA,4,NAIVE BAYES,OVERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,93,27,892,376,0.775,0.19829424307036247,0.5844572412305022,0.20654437339355314,
OPENJPA,5,NAIVE BAYES,OVERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,0,0,1586,593,NaN,0.0,0.5,0.0,
OPENJPA,6,NAIVE BAYES,OVERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,0,0,1624,594,NaN,0.0,0.5,0.0,
OPENJPA,7,NAIVE BAYES,OVERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,172,1043,904,1302,0.14156378600823044,0.11668928086838534,0.29049666919639094,-0.4281448089625367,
OPENJPA,8,NAIVE BAYES,OVERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,1468,810,32,60,0.6444249341527656,0.9607329842931938,0.49936886744350895,-0.0015777314475684096,
OPENJPA,9,NAIVE BAYES,OVERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,0,0,1026,1679,NaN,0.0,0.5,0.0,
OPENJPA,10,NAIVE BAYES,OVERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,0,0,3416,1855,NaN,0.0,0.5,0.0,
OPENJPA,11,NAIVE BAYES,OVERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,242,1106,1486,386,0.1795252225519288,0.3853503184713376,0.47932639380357,-0.02882625440291657,
OPENJPA,12,NAIVE BAYES,OVERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,155,115,2932,549,0.5740740740740741,0.22017045454545456,0.5912142065966525,0.23910019020478956,
OPENJPA,13,NAIVE BAYES,OVERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,131,191,3006,531,0.40683229813664595,0.19788519637462235,0.5690708434172143,0.17346261919566378,
OPENJPA,14,NAIVE BAYES,OVERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,5,0,3133,654,1.0,0.007587253414264037,0.503793626707132,0.012475620177294606,
OPENJPA,15,NAIVE BAYES,OVERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,42,11,3175,601,0.7924528301886793,0.06531881804043546,0.5309331064464575,0.09761069859898189,
OPENJPA,16,NAIVE BAYES,OVERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,54,176,3492,151,0.23478260869565218,0.2634146341463415,0.6077160411734979,0.20370522900679333,
OPENJPA,17,NAIVE BAYES,OVERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,0,210,3704,0,0.0,NaN,NaN,0.0,
OPENJPA,1,IBK,OVERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,278,218,460,78,0.5604838709677419,0.7808988764044944,0.7296824765503298,0.4201312578625886,
OPENJPA,2,IBK,OVERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,220,0,842,163,1.0,0.5744125326370757,0.7872062663185379,0.6497882154852627,
OPENJPA,3,IBK,OVERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,242,0,859,203,1.0,0.5438202247191011,0.7719101123595505,0.6109853806497879,
OPENJPA,4,IBK,OVERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,331,175,744,138,0.6541501976284585,0.7057569296375267,0.7576662776588069,0.5055674927618041,
OPENJPA,5,IBK,OVERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,290,2,1584,303,0.9931506849315068,0.48903878583473864,0.7438888758934097,0.5799293724871265,
OPENJPA,6,IBK,OVERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,370,6,1618,224,0.9840425531914894,0.622895622895623,0.8096005208074174,0.7007576379715291,
OPENJPA,7,IBK,OVERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,543,768,1179,931,0.41418764302059496,0.3683853459972863,0.48696617068739506,-0.026422578658746292,
OPENJPA,8,IBK,OVERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,942,28,814,586,0.9711340206185567,0.6164921465968587,0.7916189949136312,0.5077098993890269,
OPENJPA,9,IBK,OVERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,925,53,973,754,0.9458077709611452,0.55092316855271,0.7496331242373686,0.44071204626317656,
OPENJPA,10,IBK,OVERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,1054,6,3410,801,0.9943396226415094,0.5681940700808625,0.7832188148999161,0.6279250181392914,
OPENJPA,11,IBK,OVERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,517,1197,1395,111,0.3016336056009335,0.8232484076433121,0.6807214260438783,0.21837350068368375,
OPENJPA,12,IBK,OVERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,539,442,2605,165,0.5494393476044852,0.765625,0.8102821422710863,0.5390219078564954,
OPENJPA,13,IBK,OVERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,493,380,2817,169,0.5647193585337915,0.7447129909365559,0.8129257791717499,0.5556378917942418,
OPENJPA,14,IBK,OVERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,405,2,3131,254,0.995085995085995,0.6145675265553869,0.8069645803858965,0.723104779844865,
